"chrom","start","end","GeneCount","unlist(genhits)","CHR","BP","P"
"chr5",109858850,110250650,4,"Zm00001d015706;Zm00001d015707;Zm00001d015709;Zm00001d015711","chr5",109861916,1.03352452318783e-06
"chr3",134445150,134517550,1,"Zm00001d041710","chr3",134445373,1.0612260518221e-06
"chr1",39106450,39158350,1,"Zm00001d028560","chr1",39155257,1.10539112645734e-06
"chr1",50229850,50334150,2,"Zm00001d028902;Zm00001d028903","chr1",50229997,1.11919377238604e-06
"chr3",80907650,81097950,0,"","chr3",81090050,1.12231349928224e-06
"chr5",40645950,40679850,1,"Zm00001d014316","chr5",40646331,1.13186704986752e-06
"chr2",91607650,91685850,1,"Zm00001d004208","chr2",91679735,1.13458980125947e-06
"chr1",43443250,43549950,1,"Zm00001d028698","chr1",43446456,1.17772521388569e-06
"chr8",90890450,91247550,2,"Zm00001d009940;Zm00001d009941","chr8",90892671,1.19392715283116e-06
"chr5",105176750,105202550,0,"","chr5",105193234,1.19492936940752e-06
"chr5",109706250,109793850,1,"Zm00001d015705","chr5",109793423,1.19605962231545e-06
"chr7",114907850,114913450,3,"Zm00001d020444;Zm00001d020445;Zm00001d020446","chr7",114910788,1.20687058610701e-06
"chr6",149979150,150012650,1,"Zm00001d038161","chr6",149981416,1.25963229298022e-06
"chr10",133314650,133319650,1,"Zm00001d025899","chr10",133317045,1.27049842073856e-06
"chr1",291085050,291106650,1,"Zm00001d034371","chr1",291099082,1.28693298154863e-06
"chr10",115120350,115120750,1,"Zm00001d025347","chr10",115120467,1.30481492957341e-06
"chr1",206640950,206658250,2,"Zm00001d031913;Zm00001d031915","chr1",206646889,1.30777150668729e-06
"chr6",53873950,53982650,0,"","chr6",53926371,1.316432955654e-06
"chr5",108278250,108291350,2,"Zm00001d015692;Zm00001d015693","chr5",108283425,1.32210885462379e-06
"chr2",25869150,25901450,1,"Zm00001d002888","chr2",25870058,1.34247345981975e-06
"chr1",248458750,248491850,3,"Zm00001d033046;Zm00001d033047;Zm00001d033048","chr1",248461535,1.36429603160673e-06
"chr6",146659550,146715950,2,"Zm00001d038062;Zm00001d038063","chr6",146684090,1.39222462053953e-06
"chr10",22946450,22947450,0,"","chr10",22947314,1.39869899869548e-06
"chr6",167651650,167708050,3,"Zm00001d038958;Zm00001d038959;Zm00001d038960","chr6",167699483,1.41311181823567e-06
"chr5",199595250,199620850,1,"Zm00001d017560","chr5",199613978,1.41696920686042e-06
"chr3",45278250,45279650,1,"Zm00001d040470","chr3",45278354,1.43347483283547e-06
"chr3",83004650,83331850,2,"Zm00001d040958;Zm00001d040959","chr3",83075005,1.4382947859172e-06
"chr1",53304250,53321450,1,"Zm00001d028973","chr1",53310082,1.46056094235513e-06
"chr5",172827550,172836050,2,"Zm00001d016695;Zm00001d016696","chr5",172833950,1.47653371906539e-06
"chr7",110622350,110690550,2,"Zm00001d020385;Zm00001d020386","chr7",110622559,1.4815187102943e-06
"chr4",134882650,134988450,2,"Zm00001d050981;Zm00001d050982","chr4",134987161,1.49391826310538e-06
"chr3",143818950,143897250,1,"Zm00001d041925","chr3",143850907,1.49682729247617e-06
"chr1",208946050,208974550,1,"Zm00001d031992","chr1",208950124,1.5250504465882e-06
"chr5",109264650,109312050,2,"Zm00001d015703;Zm00001d015704","chr5",109303954,1.54105339865728e-06
"chr5",33608150,33617750,0,"","chr5",33615021,1.54403125032124e-06
"chr10",78459150,78514950,0,"","chr10",78459293,1.57282198531416e-06
"chr7",162868650,162877950,1,"Zm00001d021778","chr7",162875978,1.58012265786795e-06
"chr5",169800150,169874350,0,"","chr5",169872066,1.58052457898501e-06
"chr1",20295350,20309650,2,"Zm00001d028012;Zm00001d028013","chr1",20298611,1.6068643854937e-06
"chr5",65282350,65300750,1,"Zm00001d014846","chr5",65300142,1.61050620199164e-06
"chr1",46963150,47062350,2,"Zm00001d028807;Zm00001d028808","chr1",47025823,1.61582561657192e-06
"chr3",193941450,193959650,1,"Zm00001d043271","chr3",193958583,1.63117095161626e-06
"chr1",84762550,84961450,2,"Zm00001d029740;Zm00001d029741","chr1",84851070,1.65933028808356e-06
"chr3",83331850,83520150,1,"Zm00001d040960","chr3",83498251,1.6672412665912e-06
"chr2",48305550,48396850,1,"Zm00001d003569","chr2",48395380,1.70698314470475e-06
"chr10",115329750,115391250,0,"","chr10",115329819,1.71987055742296e-06
"chr5",94669250,94711450,1,"Zm00001d015513","chr5",94710704,1.7558902181377e-06
"chr3",87390050,87471150,0,"","chr3",87408915,1.75999045412786e-06
"chr2",210776650,210782950,2,"Zm00001d006548;Zm00001d006549","chr2",210779339,1.76504762965827e-06
"chr3",125893750,125985750,3,"Zm00001d041525;Zm00001d041526;Zm00001d041528","chr3",125970559,1.76660034961757e-06
"chr3",79384350,79452550,0,"","chr3",79385579,1.79148744142464e-06
"chr7",91754650,91798250,1,"Zm00001d020097","chr7",91756917,1.82187890683303e-06
"chr2",188203150,188226850,1,"Zm00001d005784","chr2",188226356,1.86129600627203e-06
"chr2",212185750,212305750,1,"Zm00001d006606","chr2",212301892,1.88749081585676e-06
"chr1",189859750,189873650,2,"Zm00001d031429;Zm00001d031430","chr1",189862555,1.90025786797881e-06
"chr2",41980950,41991650,1,"Zm00001d003372","chr2",41987456,1.90855383538134e-06
"chr2",1547950,1554650,1,"Zm00001d001828","chr2",1551598,1.93137386030568e-06
"chr2",85542550,85695850,1,"Zm00001d004136","chr2",85695638,1.94767149202808e-06
"chr1",16287750,16299250,0,"","chr1",16296243,1.98541700638088e-06
"chr3",54445050,54718350,2,"Zm00001d040623;Zm00001d040624","chr3",54718196,1.9889956736436e-06
"chr2",121233650,121341550,1,"Zm00001d004599","chr2",121238228,2.07888031372182e-06
"chr1",247796850,247917550,1,"Zm00001d033030","chr1",247824732,2.08052609576923e-06
"chr3",188271350,188278450,1,"Zm00001d043068","chr3",188277943,2.09594559276784e-06
"chr1",118876950,119070150,1,"Zm00001d030282","chr1",118877422,2.10045926666793e-06
"chr10",149853950,149860550,2,"Zm00001d026684;Zm00001d026685","chr10",149857603,2.15093186215133e-06
"chr6",59085550,59143650,0,"","chr6",59089827,2.19580242068996e-06
"chr1",148992850,149078650,1,"Zm00001d030621","chr1",149039157,2.19805528291034e-06
"chr7",150853650,150889150,1,"Zm00001d021393","chr7",150854715,2.26376321509286e-06
"chr5",171544150,171547150,1,"Zm00001d016655","chr5",171546169,2.26565547549313e-06
"chr2",110930050,111022950,1,"Zm00001d004426","chr2",110930319,2.27485963136874e-06
"chr2",126992850,127000650,1,"Zm00001d004659","chr2",126998113,2.28082457184032e-06
"chr4",116688350,116842450,4,"Zm00001d050700;Zm00001d050701;Zm00001d050702;Zm00001d050704","chr4",116700397,2.28971371954371e-06
"chr7",131264550,131280250,0,"","chr7",131266673,2.29773490228866e-06
"chr5",105845250,105954150,0,"","chr5",105848590,2.30864321204993e-06
"chr7",98252250,98285250,0,"","chr7",98276514,2.31044568485133e-06
"chr2",85358650,85364850,1,"Zm00001d004130","chr2",85363376,2.33426054925459e-06
"chr6",164798250,164840050,4,"Zm00001d038804;Zm00001d038805;Zm00001d038806;Zm00001d038807","chr6",164810712,2.3703878205722e-06
"chr7",106518350,106546950,2,"Zm00001d020322;Zm00001d020323","chr7",106546195,2.38682607836941e-06
"chr6",168859350,168899250,1,"Zm00001d039026","chr6",168875687,2.39724128857169e-06
"chr5",165374450,165446650,2,"Zm00001d016510;Zm00001d016511","chr5",165445876,2.43073837768395e-06
"chr10",84380350,84434950,2,"Zm00001d024707;Zm00001d024708","chr10",84432681,2.46304730942635e-06
"chr2",20723750,20732850,2,"Zm00001d002735;Zm00001d002736","chr2",20732802,2.48040831695963e-06
"chr6",169267350,169318050,1,"Zm00001d039051","chr6",169313483,2.50650649848119e-06
"chr2",157225450,157329350,3,"Zm00001d005072;Zm00001d005073;Zm00001d005074","chr2",157225727,2.50878211954001e-06
"chr5",163722650,163726750,1,"Zm00001d016473","chr5",163725100,2.50973953595278e-06
"chr6",58234350,58234850,2,"Zm00001d035875;Zm00001d035876","chr6",58234398,2.54980695519864e-06
"chr3",110465950,110470750,1,"Zm00001d041287","chr3",110469000,2.56614454308796e-06
"chr1",202817550,202898150,1,"Zm00001d031817","chr1",202895977,2.58926578793248e-06
"chr5",219997250,220014450,2,"Zm00001d018401;Zm00001d018402","chr5",219998570,2.60050942025815e-06
"chr1",68395350,68496450,2,"Zm00001d029380;Zm00001d029383","chr1",68396479,2.62054428011044e-06
"chr3",86886750,86988550,1,"Zm00001d040973","chr3",86971908,2.64332913620032e-06
"chr10",118605350,118613250,2,"Zm00001d025431;Zm00001d025433","chr10",118606662,2.67061409490075e-06
"chr2",6885550,6893050,3,"Zm00001d002157;Zm00001d002158;Zm00001d002159","chr2",6889265,2.70053092561356e-06
"chr1",88458850,88488450,2,"Zm00001d029818;Zm00001d029820","chr1",88463546,2.7018281872252e-06
"chr3",133871050,133883850,1,"Zm00001d041700","chr3",133872328,2.71922142853445e-06
"chr4",68710450,68757050,1,"Zm00001d050141","chr4",68737264,2.73053093969834e-06
"chr1",26132850,26177050,2,"Zm00001d028203;Zm00001d028204","chr1",26135650,2.74315848328129e-06
"chr2",150683150,150685150,1,"Zm00001d004959","chr2",150683690,2.74507963908659e-06
"chr1",11050550,11068450,2,"Zm00001d027681;Zm00001d027682","chr1",11066735,2.74998563371651e-06
"chr1",177822150,177826450,1,"Zm00001d031115","chr1",177823272,2.76316158402561e-06
"chr5",178259150,178300450,1,"Zm00001d016849","chr5",178262199,2.77917177820945e-06
"chr2",210097950,210104350,2,"Zm00001d006503;Zm00001d006504","chr2",210101257,2.78378383492351e-06
"chr3",191224050,191234950,2,"Zm00001d043195;Zm00001d043196","chr3",191232231,2.78577918836286e-06
"chr1",47575650,47585350,1,"Zm00001d028818","chr1",47582048,2.80431000239561e-06
"chr8",166584750,166652350,3,"Zm00001d012019;Zm00001d012020;Zm00001d012021","chr8",166625302,2.81939786017852e-06
"chr1",242153050,242203250,1,"Zm00001d032900","chr1",242193137,2.84055567744686e-06
"chr2",81609050,81699350,1,"Zm00001d004090","chr2",81609955,2.84549262271722e-06
"chr7",163702050,163750550,1,"Zm00001d021821","chr7",163715369,2.84857621070328e-06
"chr2",80727250,80770850,1,"Zm00001d004078","chr2",80770751,2.85444898228198e-06
"chr5",137828450,137967950,0,"","chr5",137963372,2.8937430108127e-06
"chr2",50123150,50140250,2,"Zm00001d003612;Zm00001d003613","chr2",50123753,2.9208532919433e-06
"chr7",26218350,26380150,1,"Zm00001d019294","chr7",26219093,2.9599825655311e-06
"chr5",137967950,138121750,2,"Zm00001d015995;Zm00001d015997","chr5",138119121,2.97688735058455e-06
"chr1",91990850,92003150,1,"Zm00001d029884","chr1",91991998,2.9810597242483e-06
"chr2",97062050,97334050,1,"Zm00001d004256","chr2",97313882,3.00500155918729e-06
"chr6",109092450,109125850,2,"Zm00001d037014;Zm00001d037015","chr6",109111934,3.00536161872981e-06
"chr2",91259150,91311750,0,"","chr2",91306352,3.0077028195024e-06
"chr1",228557850,228641050,0,"","chr1",228560235,3.05046502793466e-06
"chr5",88520950,88550850,0,"","chr5",88521446,3.08371844412061e-06
"chr10",150152050,150183450,1,"Zm00001d026696","chr10",150180204,3.11181943982307e-06
"chr3",153822450,153854450,1,"Zm00001d042150","chr3",153853938,3.12407955613441e-06
"chr1",8338150,8376950,5,"Zm00001d027577;Zm00001d027578;Zm00001d027580;Zm00001d027581;Zm00001d027582","chr1",8372327,3.12731541353549e-06
"chr3",45287850,45358750,1,"Zm00001d040470","chr3",45287897,3.15668583894457e-06
"chr6",158001150,158053350,0,"","chr6",158039471,3.17233671672195e-06
"chr1",26463950,26520150,1,"Zm00001d028210","chr1",26517923,3.17666211980039e-06
"chr1",163158550,163218350,1,"Zm00001d030850","chr1",163161682,3.1893916725511e-06
"chr8",122985850,123100750,2,"Zm00001d010654;Zm00001d010655","chr8",123093449,3.20142057961241e-06
"chr5",109366050,109437450,0,"","chr5",109385396,3.24250760174743e-06
"chr2",126983950,126992850,1,"Zm00001d004659","chr2",126992333,3.26871357316511e-06
"chr6",48892950,48959250,0,"","chr6",48924773,3.2762657549515e-06
"chr3",1061450,1130050,3,"Zm00001d039287;Zm00001d039288;Zm00001d039289","chr3",1063804,3.29451210008119e-06
"chr6",53805650,53873950,0,"","chr6",53821601,3.29599241124265e-06
"chr9",108882050,108919250,2,"Zm00001d046888;Zm00001d046889","chr9",108898051,3.31920592441616e-06
"chr3",177751750,177766950,1,"Zm00001d042709","chr3",177764480,3.35075904315294e-06
"chr5",104513050,104651150,0,"","chr5",104529882,3.35448092410533e-06
"chr5",63875850,63893250,2,"Zm00001d014808;Zm00001d014809","chr5",63887978,3.35473913970029e-06
"chr5",127029850,127078950,1,"Zm00001d015862","chr5",127076974,3.40276261821736e-06
"chr3",45273850,45278250,1,"Zm00001d040470","chr3",45274476,3.41637884802031e-06
"chr3",45230650,45273850,1,"Zm00001d040470","chr3",45273125,3.49798591196106e-06
"chr3",9082350,9090250,2,"Zm00001d039613;Zm00001d039614","chr3",9088936,3.5136995360902e-06
"chr10",55152550,55228450,0,"","chr10",55226537,3.54091924981766e-06
"chr3",155285150,155330250,0,"","chr3",155329383,3.54327369472002e-06
"chr8",20544150,20631150,1,"Zm00001d008794","chr8",20550322,3.55230024018233e-06
"chr2",212317350,212365250,1,"Zm00001d006606","chr2",212318620,3.58378917926972e-06
"chr8",69697550,69815950,3,"Zm00001d009547;Zm00001d009548;Zm00001d009549","chr8",69755831,3.59794620365888e-06
"chr7",119657550,119718850,1,"Zm00001d020505","chr7",119717504,3.6105132013423e-06
"chr3",115667050,115701350,1,"Zm00001d041392","chr3",115688531,3.61637943023516e-06
"chr3",54924150,54947750,0,"","chr3",54946411,3.66891539662289e-06
"chr5",207737250,207747050,1,"Zm00001d017821","chr5",207743127,3.69075308855998e-06
"chr3",107118450,107175350,0,"","chr3",107166226,3.71746384966608e-06
"chr5",145389750,145476250,1,"Zm00001d016118","chr5",145476110,3.7193597037559e-06
"chr1",46919750,46941450,0,"","chr1",46927915,3.74312487250288e-06
"chr1",149667950,149724850,1,"Zm00001d030627","chr1",149688656,3.76691911298865e-06
"chr8",141121050,141177750,2,"Zm00001d011157;Zm00001d011158","chr8",141124713,3.85625074142389e-06
"chr3",54364650,54367450,2,"Zm00001d040621;Zm00001d040622","chr3",54365491,3.85895979780664e-06
"chr6",128739250,128775250,0,"","chr6",128767655,3.85919745237132e-06
"chr5",197503850,197519650,1,"Zm00001d017492","chr5",197506878,3.85958807626263e-06
"chr3",79209650,79277450,1,"Zm00001d040920","chr3",79240606,3.86715015866471e-06
"chr5",107779050,107920550,2,"Zm00001d015689;Zm00001d015690","chr5",107852042,3.88436850997346e-06
"chr10",96652850,96658750,1,"Zm00001d024953","chr10",96658676,3.88721206526424e-06
"chr5",63234250,63346050,2,"Zm00001d014789;Zm00001d014790","chr5",63345256,3.91691057710616e-06
"chr3",100427950,100466650,1,"Zm00001d041152","chr3",100446974,3.9202434058474e-06
"chr1",600150,691850,2,"Zm00001d027258;Zm00001d027259","chr1",688890,3.92219518603908e-06
"chr1",256946350,256997150,0,"","chr1",256994227,3.93636443361714e-06
"chr2",210581150,210590050,1,"Zm00001d006533","chr2",210585812,3.94889492800728e-06
"chr8",107493150,107632950,2,"Zm00001d010285;Zm00001d010287","chr8",107622516,3.95750157046883e-06
"chr2",66175250,66327250,1,"Zm00001d003900","chr2",66176277,4.01700868088715e-06
"chr1",100455050,100568350,1,"Zm00001d030024","chr1",100455201,4.03204298394454e-06
"chr5",105451950,105590450,0,"","chr5",105552268,4.04732983041986e-06
"chr8",131452450,131532950,0,"","chr8",131509318,4.18235103487153e-06
"chr8",5838950,5899250,2,"Zm00001d008342;Zm00001d008343","chr8",5863368,4.24118619988747e-06
"chr5",206887950,206930450,1,"Zm00001d017789","chr5",206888186,4.2562940756328e-06
"chr5",212209150,212216950,1,"Zm00001d018019","chr5",212214929,4.26279258520814e-06
"chr10",145758450,145785850,1,"Zm00001d026434","chr10",145758563,4.28606887481263e-06
"chr4",119095350,119109550,1,"Zm00001d050730","chr4",119109461,4.29518925216837e-06
"chr3",47247950,47293650,1,"Zm00001d040504","chr3",47293031,4.39804074670102e-06
"chr3",191699550,191727050,1,"Zm00001d043206","chr3",191718517,4.39809324723436e-06
"chr5",169223250,169530450,0,"","chr5",169223673,4.41907788682989e-06
"chr3",202108650,202151450,2,"Zm00001d043503;Zm00001d043504","chr3",202109204,4.4371711678198e-06
"chr1",28097650,28142650,3,"Zm00001d028256;Zm00001d028257;Zm00001d028258","chr1",28109473,4.45929074445758e-06
"chr3",1449550,1455950,1,"Zm00001d039311","chr3",1451844,4.48789053995055e-06
"chr2",28353450,28367250,1,"Zm00001d002970","chr2",28354276,4.49659325903188e-06
"chr2",203837550,203879950,2,"Zm00001d006293;Zm00001d006294","chr2",203853500,4.52997991177408e-06
"chr6",121445550,121534550,1,"Zm00001d037328","chr6",121453250,4.56626157728563e-06
"chr2",80970550,81024950,0,"","chr2",81020908,4.58421902058843e-06
"chr3",234135650,234154850,2,"Zm00001d044655;Zm00001d044656","chr3",234153923,4.58625194595688e-06
"chr7",95217550,95253150,1,"Zm00001d020136","chr7",95252136,4.59179746879863e-06
"chr4",95265150,95532650,0,"","chr4",95528492,4.59982485084899e-06
"chr8",160754350,160814850,3,"Zm00001d011753;Zm00001d011754;Zm00001d011755","chr8",160759633,4.617580564083e-06
"chr3",110326650,110390950,0,"","chr3",110336225,4.65703574205669e-06
"chr8",39588750,39704550,4,"Zm00001d009147;Zm00001d009148;Zm00001d009149;Zm00001d009150","chr8",39631744,4.68502253141002e-06
"chr1",172565150,172589350,1,"Zm00001d030996","chr1",172567734,4.71008572564625e-06
"chr6",60391750,60494750,3,"Zm00001d035924;Zm00001d035925;Zm00001d035926","chr6",60490225,4.71259260964418e-06
"chr1",182935050,183087850,2,"Zm00001d031232;Zm00001d031233","chr1",182944611,4.71841081728402e-06
"chr3",87192750,87238950,0,"","chr3",87210743,4.72454208571491e-06
"chr6",117002150,117126650,2,"Zm00001d037233;Zm00001d037234","chr6",117124888,4.79586332526764e-06
"chr3",97497850,97651150,2,"Zm00001d041105;Zm00001d041107","chr3",97504570,4.8099530970953e-06
"chr7",147322750,147336450,2,"Zm00001d021267;Zm00001d021268","chr7",147335530,4.85043613268731e-06
"chr3",202096150,202108650,2,"Zm00001d043502;Zm00001d043503","chr3",202108508,4.85727862902388e-06
"chr2",114847450,114913550,0,"","chr2",114848636,4.91187255463812e-06
"chr1",224817550,224966850,2,"Zm00001d032384;Zm00001d032385","chr1",224852189,4.93977512579603e-06
"chr3",77587750,77852550,1,"Zm00001d040905","chr3",77804193,5.01888153739102e-06
"chr3",44590150,44608550,1,"Zm00001d040462","chr3",44590325,5.01924626639072e-06
"chr3",144515250,144567150,2,"Zm00001d041939;Zm00001d041940","chr3",144566443,5.07514863983181e-06
"chr3",139112650,139135850,1,"Zm00001d041819","chr3",139135028,5.1276654290429e-06
"chr10",115195950,115204750,1,"Zm00001d025353","chr10",115199451,5.13800466075764e-06
"chr5",137207550,137460950,1,"Zm00001d015989","chr5",137224234,5.17329261203342e-06
"chr3",192898650,192908950,0,"","chr3",192908756,5.1918133374316e-06
"chr2",106630250,106712250,1,"Zm00001d004366","chr2",106630295,5.23959881075174e-06
"chr1",286027150,286111050,2,"Zm00001d034188;Zm00001d034189","chr1",286080978,5.28088146473056e-06
"chr10",138349550,138367850,1,"Zm00001d026096","chr10",138351480,5.33787398344768e-06
"chr1",286732850,286751750,1,"Zm00001d034205","chr1",286738436,5.37050955365423e-06
"chr10",136259050,136283450,2,"Zm00001d026022;Zm00001d026023","chr10",136259527,5.37320013268865e-06
"chr10",70277650,70285550,1,"Zm00001d024420","chr10",70279268,5.39130533744009e-06
"chr7",7851150,7863850,1,"Zm00001d018869","chr7",7851527,5.41364774771745e-06
"chr2",33778950,33781750,1,"Zm00001d003149","chr2",33781237,5.42079878472937e-06
"chr5",8060850,8068950,2,"Zm00001d013301;Zm00001d013302","chr5",8065423,5.44249918498602e-06
"chr1",210749950,210824250,2,"Zm00001d032049;Zm00001d032050","chr1",210752354,5.4505702226866e-06
"chr7",5922850,5997250,3,"Zm00001d018813;Zm00001d018814;Zm00001d018815","chr7",5922893,5.46208248312587e-06
"chr1",261949750,262008950,0,"","chr1",262005798,5.47694652192676e-06
"chr7",152567050,152578150,1,"Zm00001d021452","chr7",152572123,5.5509282553049e-06
"chr10",115154650,115195950,1,"Zm00001d025352","chr10",115195508,5.5636787620974e-06
"chr10",32074550,32176550,1,"Zm00001d023962","chr10",32090114,5.59116610306451e-06
"chr2",88282550,88285750,1,"Zm00001d004164","chr2",88284336,5.61034469948145e-06
"chr2",28932350,28940150,1,"Zm00001d002989","chr2",28936064,5.63403665850151e-06
"chr2",117253350,117281850,1,"Zm00001d004546","chr2",117281314,5.64742170928946e-06
"chr3",47350250,47375950,2,"Zm00001d040505;Zm00001d040506","chr3",47375767,5.67488064670633e-06
"chr1",236901050,236932150,3,"Zm00001d032737;Zm00001d032738;Zm00001d032739","chr1",236901835,5.71827942521177e-06
"chr10",115556850,115557150,0,"","chr10",115556866,5.74603979852494e-06
